Team,Year,Contest (Average),AveragePoints,Contest (First),FirstPct,Contest (Top 5),Top5Pct
Cutchogue,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Deer Park,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Deerfield,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
East Islip,2011,Three Man Ladder,0.59,Three Man Ladder,0,Three Man Ladder,0
Elmont,2011,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Elsmere,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Farmingville,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Freeport,2011,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Glenwood,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Great Bend,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Hempstead Yellow Hornets,2011,Three Man Ladder,0.15,Three Man Ladder,0,Three Man Ladder,0
Henrietta,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Hicksville,2011,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Islip,2011,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Levittown,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Lindenhurst,2011,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Main-Transit,2011,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Manhasset-Lakeville,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Medford,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Miller Place,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
New Hyde Park,2011,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
North Babylon,2011,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
North Bellmore,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
North Lindenhurst,2011,Three Man Ladder,0.88,Three Man Ladder,0,Three Man Ladder,0
Oyster Bay TB,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Patchogue,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Point Pleasant,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Port Washington,2011,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Riverhead,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Rockville Centre WDL,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Roslyn,2011,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Saint James,2011,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Sayville,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Sea Breeze,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Selden,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Spencerport,2011,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
West Hempstead,2011,Three Man Ladder,0.06,Three Man Ladder,0,Three Man Ladder,0
West Sayville,2011,Three Man Ladder,1.98,Three Man Ladder,0,Three Man Ladder,0
Westbury,2011,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Deerfield,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Sayville,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Islip,2012,Three Man Ladder,0.58,Three Man Ladder,0,Three Man Ladder,0
Riverhead,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Elsmere,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Lake Placid,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
North Babylon,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Bay Shore,2012,Three Man Ladder,0.19,Three Man Ladder,0,Three Man Ladder,0
Saint James,2012,Three Man Ladder,0.03,Three Man Ladder,0,Three Man Ladder,0
Coram,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Henrietta,2012,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
North Lindenhurst,2012,Three Man Ladder,0.21,Three Man Ladder,0,Three Man Ladder,0
East Islip,2012,Three Man Ladder,1.46,Three Man Ladder,0,Three Man Ladder,0
Glenwood,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
East Farmingdale,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Main-Transit,2012,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Copiague,2012,Three Man Ladder,0.01,Three Man Ladder,0,Three Man Ladder,0.4
Hicksville,2012,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Sheridan Park,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Baldwin,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Cutchogue,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Great Bend,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Deer Park,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Carle Place,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Levittown,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Oyster Bay TB,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
West Sayville,2012,Three Man Ladder,1.11,Three Man Ladder,0,Three Man Ladder,0
Port Washington,2012,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Copenhagen,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
West Hempstead,2012,Three Man Ladder,0.10,Three Man Ladder,0,Three Man Ladder,0
Point Pleasant,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Louisville,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Manhasset-Lakeville,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
North Bellmore,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Brentwood,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Central Islip,2012,Three Man Ladder,2.89,Three Man Ladder,0.1,Three Man Ladder,6.6
New Hyde Park,2012,Three Man Ladder,0.01,Three Man Ladder,0,Three Man Ladder,0
Westbury,2012,Three Man Ladder,0.05,Three Man Ladder,0.7,Three Man Ladder,1.4
Roslyn,2012,Three Man Ladder,0.02,Three Man Ladder,0,Three Man Ladder,0
West Islip,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Clayton,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Spencerport,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Lindenhurst,2012,Three Man Ladder,0.11,Three Man Ladder,0,Three Man Ladder,0
Selden,2012,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Bay Shore,2014,Three Man Ladder,0.23,Three Man Ladder,0,Three Man Ladder,0
Levittown,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Selden,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Baldwin,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Deerfield,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Henrietta,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Clayton,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Louisville,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Amityville,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Brentwood,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
West Islip,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Hicksville,2014,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Elmont,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
North Babylon,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Oyster Bay TB,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Babylon,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Glenwood,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
North Greece,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Point Pleasant,2014,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Sea Breeze,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Manhasset-Lakeville,2014,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
North Lindenhurst,2014,Three Man Ladder,0.18,Three Man Ladder,0,Three Man Ladder,0
Riverhead,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Westbury,2014,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Deer Park,2014,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Islip,2014,Three Man Ladder,1.00,Three Man Ladder,0.4,Three Man Ladder,7.9
East Farmingdale,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
North Bellmore,2014,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Sayville,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
West Carthage,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Spencerport,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Main-Transit,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Great Bend,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Copenhagen,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Elsmere,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Hempstead Yellow Hornets,2014,Three Man Ladder,0.52,Three Man Ladder,0,Three Man Ladder,0
Farmingville,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Rockville Centre WDL,2014,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
New Hyde Park,2014,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Roslyn,2014,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
West Hempstead,2014,Three Man Ladder,0.04,Three Man Ladder,0,Three Man Ladder,0
Port Washington,2014,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Lindenhurst,2014,Three Man Ladder,0.08,Three Man Ladder,0,Three Man Ladder,0
Copiague,2014,Three Man Ladder,0.08,Three Man Ladder,0,Three Man Ladder,0
East Islip,2014,Three Man Ladder,1.01,Three Man Ladder,0,Three Man Ladder,0
West Sayville,2014,Three Man Ladder,0.19,Three Man Ladder,0,Three Man Ladder,0
Central Islip,2014,Three Man Ladder,1.93,Three Man Ladder,0.1,Three Man Ladder,2.5
Westbury,2015,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Manhasset-Lakeville,2015,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Selden,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Sea Breeze,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Carle Place,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Brentwood,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Spencerport,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Levittown,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Rockville Centre WDL,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Baldwin,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
West Islip,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Cutchogue,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Merrick BE,2015,Three Man Ladder,0.02,Three Man Ladder,0,Three Man Ladder,0
Main-Transit,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
North Lindenhurst,2015,Three Man Ladder,0.36,Three Man Ladder,0,Three Man Ladder,0
Clayton,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
East Farmingdale,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Riverhead,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Islip,2015,Three Man Ladder,0.88,Three Man Ladder,0,Three Man Ladder,2.9
Hempstead Yellow Hornets,2015,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Deer Park,2015,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Elsmere,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Roslyn,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Copenhagen,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Great Bend,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Henrietta,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Hicksville,2015,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Sayville,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
North Bellmore,2015,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Port Washington,2015,Three Man Ladder,0.04,Three Man Ladder,0,Three Man Ladder,0
Farmingville,2015,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
West Hempstead,2015,Three Man Ladder,0.09,Three Man Ladder,0,Three Man Ladder,0
New Hyde Park,2015,Three Man Ladder,0.04,Three Man Ladder,0,Three Man Ladder,0
Miller Place,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
East Islip,2015,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Point Pleasant,2015,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Central Islip,2015,Three Man Ladder,3.51,Three Man Ladder,0.4,Three Man Ladder,4.1
Lindenhurst,2015,Three Man Ladder,0.11,Three Man Ladder,0,Three Man Ladder,0
West Sayville,2015,Three Man Ladder,0.14,Three Man Ladder,0,Three Man Ladder,0
Bay Shore,2015,Three Man Ladder,0.05,Three Man Ladder,0,Three Man Ladder,0
Copiague,2015,Three Man Ladder,0.01,Three Man Ladder,0,Three Man Ladder,0.4
Roslyn,2013,Three Man Ladder,0.01,Three Man Ladder,0,Three Man Ladder,0
Sayville,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
East Islip,2013,Three Man Ladder,0.26,Three Man Ladder,0,Three Man Ladder,0
Coram,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
East Farmingdale,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
West Hempstead,2013,Three Man Ladder,0.66,Three Man Ladder,0,Three Man Ladder,0
Westbury,2013,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Henrietta,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Port Washington,2013,Three Man Ladder,0.03,Three Man Ladder,0,Three Man Ladder,0
Carle Place,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Manhasset-Lakeville,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Glenwood,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
West Islip,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Saint James,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Babylon,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Amityville,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Cutchogue,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Rocky Point,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Clayton,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Great Bend,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Selden,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Deerfield,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Baldwin,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Levittown,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Riverhead,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Copiague,2013,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Deer Park,2013,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
New Hyde Park,2013,Three Man Ladder,0.04,Three Man Ladder,0,Three Man Ladder,0
Oyster Bay TB,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Brentwood,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Central Islip,2013,Three Man Ladder,2.70,Three Man Ladder,2.5,Three Man Ladder,14.2
Spencerport,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Lake Placid,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Copenhagen,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
North Bellmore,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Hempstead Yellow Hornets,2013,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
Main-Transit,2013,Three Man Ladder,0.00,Three Man Ladder,0,Three Man Ladder,0
North Lindenhurst,2013,Three Man Ladder,0.51,Three Man Ladder,0,Three Man Ladder,0
Rockville Centre WDL,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Farmingville,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Hicksville,2013,Three Man Ladder,0.66,Three Man Ladder,0,Three Man Ladder,0
Lindenhurst,2013,Three Man Ladder,0.03,Three Man Ladder,0,Three Man Ladder,0
Bay Shore,2013,Three Man Ladder,0.45,Three Man Ladder,0,Three Man Ladder,0
Point Pleasant,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
West Sayville,2013,Three Man Ladder,0.32,Three Man Ladder,0,Three Man Ladder,0
Islip,2013,Three Man Ladder,0.50,Three Man Ladder,1.4,Three Man Ladder,8.1
Rocky Point,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Medford,2015,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Bellmore,2013,Three Man Ladder,NA,Three Man Ladder,0,Three Man Ladder,0
Brentwood,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Westbury,1996,B Ladder,0.00,B Ladder,0,B Ladder,0
Coram,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Ilion,1996,B Ladder,NA,B Ladder,0,B Ladder,0
New Hyde Park,1996,B Ladder,1.06,B Ladder,0,B Ladder,0
Deerfield,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Port Washington,1996,B Ladder,NA,B Ladder,0,B Ladder,0
East Islip,1996,B Ladder,0.05,B Ladder,0,B Ladder,0
Hempstead Flukes,1996,B Ladder,0.01,B Ladder,0,B Ladder,0
Cutchogue,1996,B Ladder,0.16,B Ladder,0,B Ladder,0
Selden,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Oyster Bay TB,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Point Pleasant,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Bay Shore,1996,B Ladder,0.12,B Ladder,0,B Ladder,0
Sayville,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Islip,1996,B Ladder,0.00,B Ladder,0,B Ladder,0
Roslyn,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Patchogue,1996,B Ladder,0.82,B Ladder,0,B Ladder,0
Clayton,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Spencerport,1996,B Ladder,NA,B Ladder,0,B Ladder,0
East Farmingdale,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Holbrook,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Barnard,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Levittown,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Central Islip,1996,B Ladder,0.00,B Ladder,0,B Ladder,0
Inwood,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Hamlin,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Carle Place,1996,B Ladder,0.00,B Ladder,0,B Ladder,0
Hewlett,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Merrick,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Manhasset-Lakeville,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Syosset,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Riverhead,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Wyandanch,1996,B Ladder,NA,B Ladder,0,B Ladder,0
North Babylon,1996,B Ladder,NA,B Ladder,0,B Ladder,0
West Islip,1996,B Ladder,0.00,B Ladder,0,B Ladder,0
Union Hose,1996,B Ladder,NA,B Ladder,0,B Ladder,0
West Carthage,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Lindenhurst,1996,B Ladder,0.00,B Ladder,0,B Ladder,0
Hempstead Yellow Hornets,1996,B Ladder,0.04,B Ladder,0,B Ladder,0
Sea Breeze,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Henrietta,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Main-Transit,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Lake Placid,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Bayport,1996,B Ladder,0.00,B Ladder,0,B Ladder,0
West Hempstead,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Elmont,1996,B Ladder,0.00,B Ladder,0,B Ladder,0
Hicksville,1996,B Ladder,NA,B Ladder,0,B Ladder,0
Freeport,1996,B Ladder,NA,B Ladder,0,B Ladder,0
North Lindenhurst,1996,B Ladder,0.72,B Ladder,0.2,B Ladder,3.6
West Sayville,1996,B Ladder,0.87,B Ladder,0,B Ladder,3.4
North Bellmore,1996,B Ladder,0.00,B Ladder,0,B Ladder,0
Saint James,1996,B Ladder,0.06,B Ladder,0,B Ladder,0
East Islip,1997,B Ladder,0.00,B Ladder,0,B Ladder,0
Farmingville,1997,B Ladder,NA,B Ladder,0,B Ladder,0
Port Washington,1997,B Ladder,0.11,B Ladder,0,B Ladder,0
Syosset,1997,B Ladder,NA,B Ladder,0,B Ladder,0
New Hyde Park,1997,B Ladder,0.33,B Ladder,0,B Ladder,0
Riverhead,1997,B Ladder,0.00,B Ladder,0,B Ladder,0
Merrick,1997,B Ladder,0.00,B Ladder,0,B Ladder,0
Clayton,1997,B Ladder,NA,B Ladder,0,B Ladder,0
Mineola,1997,B Ladder,NA,B Ladder,0,B Ladder,0
Oyster Bay TB,1997,B Ladder,0.00,B Ladder,0,B Ladder,0
South Hempstead,1997,B Ladder,0.00,B Ladder,0,B Ladder,0
Coram,1997,B Ladder,NA,B Ladder,0,B Ladder,0
Hempstead Flukes,1997,B Ladder,0.00,B Ladder,0,B Ladder,0
Selden,1997,B Ladder,NA,B Ladder,0,B Ladder,0
Glenwood,1997,B Ladder,NA,B Ladder,0,B Ladder,0
Barnard,1997,B Ladder,NA,B Ladder,0,B Ladder,0
Central Islip,1997,B Ladder,0.20,B Ladder,0.1,B Ladder,1.4
Carle Place,1997,B Ladder,NA,B Ladder,0,B Ladder,0
Holbrook,1997,B Ladder,NA,B Ladder,0,B Ladder,0
Farmingdale,1997,B Ladder,NA,B Ladder,0,B Ladder,0
Hewlett,1997,B Ladder,NA,B Ladder,0,B Ladder,0
